GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,Target
73.68431045,16.67362925,5.715831941,2.33686209,5.526370747,43.1420603,0.084215522,0.452646567,28.35269403,0.915784478,1.315784478,66.24196537,1.557892239,2.210491343,3.768383581,0.8,0.426323284,0.357892239,0.9,0
56,28.2,13.2,5.2,12.3,42.3,0,0,0,2.8,3.6,76.7,2.4,5,7.5,1.3,1,1.8,2.3,1
36.22678841,18.95774736,7.291750377,2.884535768,6.139178086,46.55668186,0.084535768,0.384535768,19.80718412,1.407214609,2.245357682,64.86185693,0.739178086,1.655677332,2.394855418,2.421643827,0.769071536,0.046392695,1.484535768,0
34.67430562,9.86284719,4.563993033,1.732569438,4.631423595,37.79770831,0.033715281,0.367430562,12.05663214,0.998854157,1.181996517,82.26743056,0.38314236,1.015711798,1.398854157,0.450572921,0.133715281,0.01685764,0.68314236,0
49,13,3.9,1.6,3.6,43.5,0,0,0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0,0.5,0
82,30.8,10.1,4.2,8.8,48,0,0,0,1.7,2.3,71.6,0.9,3.1,4,2,1.2,0.6,2,1
82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,1
55,20.3,10.4,4.3,8.1,52.9,0,0,0,1.8,3.6,51.5,2.1,4.1,6.1,0.7,0.4,1.5,1.4,1
82,33.6,11.1,4.4,9.9,44,0,0.1,0,2.3,3.5,66.4,2.4,6,8.4,1.2,1.1,0.7,2.1,1
48,8,3.4,1.3,2.4,52.2,0.3,0.6,50,0.6,0.7,82.4,0.1,0.7,0.8,1.5,0.3,0.1,0.6,1
47.54590694,19.28898234,6.250918139,2.398163723,6.445409306,37.34357303,0.550918139,1.503672555,35.26327445,0.903672555,1.203672555,76.13121672,0.4,1.298163723,1.698163723,2.801836277,0.754590694,0.098163723,1.001836277,0
47,19,6.2,2.4,6,39.4,0.1,0.2,44.4,1.4,2.2,62.9,1.2,2.4,3.6,1.2,0.7,0.4,1.1,1
37,7.3,2.8,1.2,2.6,44.3,0.1,0.3,18.2,0.5,0.6,81,0.4,0.7,1.1,0.3,0.2,0.1,0.5,0
15.1723397,7.88276603,1.909847983,0.707385987,2.504923991,27.21173163,0,0.012309979,0.246199571,0.497538004,0.797538004,66.37009258,0.495076009,1.090152017,1.487690021,0.514771974,0.102461996,0.1,0.995076009,0
72,7.3,2.5,0.8,2,41.5,0,0.1,0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0,0.5,0
46,10.4,3.7,1.6,3,52.1,0,0,0,0.5,1.1,50,0.7,1.6,2.3,0.5,0.1,0.3,0.6,1
82,26.5,10.3,4.1,10.9,37.5,0.8,2.5,33.3,1.3,1.7,73.2,0.6,1.7,2.3,4.8,1.5,0.1,2.2,1
80,28.2,10.5,4,9.4,42.7,0.3,1,27.6,2.2,3,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2,1
77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,1
68,23.5,8.4,3.3,7.1,46,0,0,0,1.9,2.7,69.9,1.8,5,6.7,1.5,0.5,0.3,1.8,0
35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,0
33,4.6,1.1,0.5,1.2,39,0,0,0,0.2,0.2,62.5,0.3,0.5,0.8,0.1,0.1,0.1,0.1,0
49,29.7,9.9,3.5,8.3,42.5,1.1,3,35.8,1.8,2.2,81.8,0.4,1.8,2.3,2.5,0.9,0.5,1.6,1
51,22.5,8.6,3.4,8.7,38.9,0,0.1,0,1.8,2.8,66.7,1.7,2,3.7,1.2,0.9,0.1,1.2,0
75.30910627,17.89824635,6.461821255,2.6,6.261821255,41.73634059,0.169089373,0.821804353,22.60183816,1.054553137,1.385463765,78.80183816,0.85271498,1.990893725,2.843608706,1.503676314,0.785463765,0.169089373,1.301838157,0
38,16.4,4.3,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1
41.34339338,9.504527023,1.998490992,0.9,2.065660662,41.94942941,0,0,0,0.298490992,0.529812316,48.78527776,0.934339338,1.603018015,2.604527023,0.401509008,0.167169669,0.496981985,0.367169669,0
77,14.3,5.2,1.9,4,47.6,0,0,0,1.4,2.2,63.2,1.1,2.4,3.5,0.5,0.3,0.4,1.1,1
71,16.5,4.9,2,4.4,45.7,0.3,0.9,31.1,0.6,1,61.1,0.3,1.6,1.9,2.9,0.9,0.1,1.4,0
69.58112958,23.19768201,7.904635976,3.051158994,7.858112958,38.91638917,0.802317988,2.458112958,31.38377408,1.051158994,1.351158994,78.35115899,0.751158994,2.325497868,3.076656862,1.404635976,0.8,0.297682012,1.35579497,0
48,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.2,0.1,0.7,0
61,22.4,9.6,3.6,9,40.4,0.2,0.7,26.7,2.1,2.9,74,1,1.3,2.3,1.9,0.9,0.4,1.9,1
66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1
59.38714695,12.46587568,2.640550845,1.080183615,2.800918075,37.75669493,0.1,0.419816385,23.86128531,0.4,0.580183615,71.80091808,0.280183615,0.680183615,0.96036723,2.94146892,0.3,0.080183615,1.019816385,0
77,15.1,5.6,2.3,4.9,46.7,0,0.2,21.4,1.1,1.3,81,1.4,2.5,3.8,0.4,0.3,0.6,0.9,1
73,17.6,6.9,3,6.7,44.5,0.1,0.5,24.3,0.9,1,88.9,0.3,0.9,1.2,3.3,0.4,0,1.1,1
75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1
81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2,1
74,16.1,5.3,2,4,49.2,0,0,0,1.3,2.1,63.2,2.1,3.1,5.2,0.3,0.5,0.4,1,1
66.15986708,14.52414621,3.927893666,1.579933541,4.027893666,38.68742845,0.268026584,1.072106334,27.68842534,0.5,0.7,77.43671776,0.411906957,1.011906957,1.507827207,1.379933541,0.6,0.131973416,0.9,0
82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2,0.7,1.7,2.2,0
45,10.1,2.9,1,2.6,38.5,0.1,0.6,20,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,1
82,18.8,6.4,2.5,4.7,53.9,0,0.1,16.7,1.2,2,61.1,2,2.7,4.6,0.7,0.6,0.6,1.2,1
41.09901447,10.4778226,3.971684631,1.577822605,3.881586078,41.56792116,0,0.158019711,16.7,0.716039421,1.016039421,69.83306437,0.809901447,1.493862026,2.245743763,0.606137974,0.358019711,0.1,0.758019711,0
40,7.3,2.2,0.8,2.3,34.1,0,0.3,8.3,0.7,1,68.4,0.2,0.5,0.7,0.5,0.3,0.1,0.7,1
79.51307486,29.24968448,13.26438235,4.802614973,11.3591524,42.38692514,0.705229945,2.215689836,32.89477005,2.905229945,3.805229945,76.19837699,0.840847596,3.453922459,4.294770055,2.687917103,1.113074863,0.5,2.420919781,0
14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0
77,25.6,13.4,5.8,10,57.9,0,0.1,25,1.8,2.9,62.4,2,3.1,5.2,1.7,1.2,0.8,2.3,1
59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0,0.7,0
77,19.6,6.1,2.2,5.2,43.1,0.7,2,34.4,1,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,0
58,13.1,2.7,1.1,2.9,37.4,0.1,0.4,24,0.4,0.6,71.9,0.3,0.7,1,3.1,0.3,0.1,1,0
81,25.3,10,4.1,7.6,53.6,0,0,0,1.8,2.4,77.1,2.5,5,7.5,1.3,0.7,0.6,1.3,1
80.44714384,30.06099793,12.00728837,4.291858225,10.4178596,41.42357192,0.834143152,2.202429456,36.35285616,2.634143152,3.244714384,80.1674329,0.57642808,1.878857536,2.455285616,5.339855471,1.055285616,0,2.62357192,0
53.4200876,9.382183963,3.394061321,1.368035041,2.704105122,50.06165835,0,0,0,0.71598248,0.931964959,76.80864825,0.768035041,1.44200876,2.210043801,0.310043801,0.14200876,0.14200876,0.68401752,0
20.09670647,6.622541513,1.235482366,0.467741183,1.396776451,33.28056539,0.064517634,0.290329353,7.451786739,0.270964732,0.609670647,30.48353233,0.474188281,1.009670647,1.483858927,0.370964732,0.067741183,0.267741183,0.570964732,0
77,20.4,9.1,3.7,8.4,44.3,0.8,2.3,33.3,0.9,1.3,72.7,1.1,1.7,2.8,1.9,0.5,0.4,1.3,1
47,10,2.9,1.1,2.6,40.3,0.3,0.7,37.5,0.5,0.7,75.8,0.7,0.7,1.4,0.7,0.3,0,0.5,0
80,16.43387946,7.107180466,2.686650503,5.954409423,44.92997575,0.090554209,0.652771043,19.09937306,1.652771043,2.13387946,77.84168687,0.943325252,1.524433669,2.377204712,0.870024245,0.418891583,0.290554209,1.162216834,0
47,19.7,5.3,1.7,5.1,34,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,0
80,25.8,8.8,3.5,7.8,44.6,0.1,0.3,20,1.8,2.1,82.9,0.4,1.7,2.1,4.4,1.3,0.1,2.1,1
64.74266182,20.85515346,6.371330911,2.73235491,4.974266182,54.79119419,0,0.083822545,4.191127259,0.906621092,1.397064729,66.183072,1.83235491,3.3,5.174266182,0.641911273,0.783822545,0.748532364,0.7,0
52.21832812,13.67762852,4.634501563,1.439083594,3.617250782,40.11320742,0.260916406,0.943665625,26.84770898,1.495417969,1.695417969,85.21563477,0.369541797,1.474123828,1.774123828,2.099461329,0.717250782,0.152291015,1.095417969,0
58,11.8,2.3,1,2.6,38.5,0.2,0.4,41.7,0.2,0.3,50,0.3,1.1,1.3,0.8,0.5,0.1,0.5,0
39,13,4.5,1.7,4,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1
79,21.3,9.2,3.8,7.6,49.8,0.1,0.1,36.4,1.6,2.1,73.4,1.5,1.9,3.4,3.5,1.6,0.3,2.1,1
38,9.6,1.8,0.7,2.3,29.1,0.1,0.3,30,0.4,0.7,64,0.2,0.8,1,1.1,0.3,0.1,0.5,0
64,14.8,3.7,1.5,3,49.5,0,0.1,0,0.7,0.9,75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,0
82,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2,3.7,1,0,1.5,1
59,9.1,3.3,1.3,3.6,37.3,0,0.1,0,0.7,0.9,76.5,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1
75,30.8,9.9,4,8.7,46.2,0,0,0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.8,1.9,1.9,0
75,15.8,7.3,2.7,5.3,51.3,0,0,0,1.9,2.7,69.9,1.1,1.9,3,1.1,0.3,0.3,1.4,1
65.67641096,14.66910274,5.657829225,2.012735161,4.081837901,48.52943561,0,0.022547032,0,1.721085388,2.475991323,69.249479,1.44363242,2.066179452,3.498538356,0.401461644,0.233820548,0.222547032,0.733820548,0
73,23.4,10.4,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1,1.6,2.7,2.1,0.7,0.3,1.9,1
82,16.7,5.2,1.9,4.5,42,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0,0.8,1
51.45652722,9.251089971,3.952167336,1.57173639,3.320646419,47.58368825,0,0,0,0.754347278,1.231520917,63.42390373,0.622826361,0.959784527,1.582610888,0.3,0.177173639,0.368479083,0.677173639,0
72,29,13.5,5.1,10.4,49.3,0,0,0,3.3,5.4,60.2,2.7,4.7,7.4,1.3,0.5,1.1,2.2,1
33,7.8,3.8,1.5,3.1,48,0,0.3,10,0.8,1,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,0
57.05481631,29.94059336,12.82414846,4.860444389,11.3868148,42.50992552,0.839555611,2.752740815,31.9856306,2.263704076,2.942815299,76.47911122,1.234073981,2.247259185,3.494518369,2.524148465,0.952740815,0.286814796,2.152740815,0
48.88419636,9.151748484,1.92895091,0.709650303,2.021230667,32.79843309,0.1,0.594209818,21.37297915,0.509650303,0.813510425,64.87490921,0.201930061,0.7,0.803860121,1.682629454,0.496139879,0.1,0.603860121,0
62,8,3.7,1.4,3.3,43.6,0,0,0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,1
54,9.9,2.8,1,2.1,48.7,0,0,0,0.8,1,75.9,0.9,1.1,2,0.3,0.4,0.2,0.8,1
51.49729046,13.90325145,3.65731576,1.151896679,2.954606219,40.29783237,0.299458092,0.898916184,33.11667265,1.004335265,1.104877173,93.71613074,0.300541908,1.249729046,1.5,1.805419082,0.601625724,0.099458092,0.902709541,0
80.64068595,21.27965702,7.607794214,2.771862809,6.715588428,40.89220579,0.75209146,2.356274381,33.37661736,1.3,1.8,72.82034298,0.864068595,3.371862809,4.14790854,1.403611293,0.511977135,0.45209146,0.807794214,0
42,11,3.3,1.4,3.6,38,0.1,0.2,33.3,0.5,0.7,75,0.3,0.5,0.8,1,0.6,0.1,0.7,0
59,10.7,5,1.9,4.7,41.1,0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.5,0.3,0.1,0.8,1
65.32809298,21.95618597,8.909432629,3.470334911,8.373479121,41.27347912,0.431237193,1.159330177,35.39234438,1.604716315,1.971907016,80.78605596,0.632809298,1.468762807,2.101572105,1.065618597,0.732809298,0.198427895,1.1,0
24.02424831,8.638215395,2.138797304,0.619398652,2.141222135,29.56488854,0.309699326,1.029097978,26.20426775,0.592725506,0.790300674,75.06789528,0.104849663,0.809699326,0.912124157,0.797575169,0.209699326,0,0.497575169,0
37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19,0.2,0.3,66.7,0.6,1,1.5,0.3,0.2,0,0.4,0
36,7,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,1
63,10.7,3.7,1.4,3.3,42.7,0.4,1.3,31.6,0.5,0.8,63.3,0.4,1.7,2.1,0.2,0.3,0.1,0.5,0
51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,1
52,11.3,2.5,0.9,2.3,39.3,0,0.2,11.1,0.7,1,71.7,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1
81,21.9,5.8,2.4,5,47.9,0,0,0,1,1.3,72.9,3.7,3.8,7.5,1.2,0.8,0.4,1.2,1
42,14.8,5.5,1.8,4.5,40.2,0.8,2,39.8,1.1,1.4,76.7,0.2,0.8,1,2.7,0.4,0,1.5,1
69.06325353,19.66325353,6.458133816,2.569578879,6.139157758,41.27710987,0,0.212650705,13.07228731,1.318976058,1.918976058,70.51265071,1.087349295,1.2,2.287349295,0.7201817,0.587349295,0.2,0.756928174,0
36.7285922,8.04571844,2.588933245,1.07285922,1.902503635,53.37786649,0,0.056785195,0,0.5,0.88642961,54.59499273,0.716074025,1.502503635,2.21857766,0.329644415,0.27285922,0.18642961,0.443214805,0
36,6.3,1.3,0.5,1.3,37.5,0.1,0.2,28.6,0.2,0.4,61.5,0.1,0.3,0.4,0.6,0.2,0,0.5,1
76,30.3,10.6,4.4,11.7,37.5,0.1,0.4,13.3,1.8,2.4,73,1.1,1.8,2.9,2.2,2,0.2,2,1
62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,0
46,10.7,2.9,1.1,1.8,58.3,0,0,50,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8,0
64,10.6,3.2,1.2,3,39.1,0,0,0,0.9,1.2,69.6,0.4,0.8,1.2,1,0.3,0.1,0.8,0
44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,0
76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,0
40,11.5,1.8,0.8,2.5,32.7,0,0,0,0.1,0.2,55.6,0.2,0.7,0.9,1.4,0.5,0.1,0.9,0
81,33.8,18.6,7.9,15.9,49.8,0,0.3,19,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,1
43,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,0.4,1.3,1.2,0
29,16.4,3.7,1.3,4.2,31.7,0.7,2.1,31.1,0.4,0.8,50,0.3,1.1,1.4,1.4,0.6,0.2,1,0
42,10.4,3.8,1.5,3.4,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,1.5,1.6,0.3,0.2,0.6,0
74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,0.8,1.9,1.8,1
62,11.5,5.8,2.4,5.3,44.1,0.3,0.8,32,0.8,1,79.7,0.7,1,1.7,0.7,0.4,0.1,0.9,1
43,10.3,2.3,1,2.7,37.4,0.1,0.2,30,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,1
47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0
61,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1,1.1,84.3,0.3,1.3,1.5,0.9,0.2,0.2,0.7,1
68,14.4,5.3,1.9,3.5,54.2,0,0,0,1.5,2.5,59.4,1.6,3,4.5,0.6,0.1,1.1,1,1
56.47467126,7.878001721,2.474601205,1.059333907,2.854268158,36.96439966,0,0,0,0.367800172,0.679666953,52.48639793,0.744066609,0.811866781,1.555933391,0.267800172,0.267800172,0.1,0.435600344,0
49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1
72,16,6.7,2.6,5.2,50.1,0,0,0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1,1
36,7.6,2.6,1.1,2.9,37.9,0.2,0.7,28,0.2,0.3,70,0.2,0.6,0.9,0.4,0.4,0.1,0.6,0
49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1,1.9,0.4,0.1,1,1
42.26320552,8.261404567,2.573679448,1.038595433,2.557893149,41.15261094,0,0.180702284,0,0.477190866,0.596488582,80.38247308,0.254381731,0.596488582,0.850870313,1.691236538,0.419297716,0.038595433,0.842106851,0
81,30.5,14.3,5.7,11.6,49.4,0.1,0.4,16.1,2.8,4,68.7,0.9,1.7,2.5,7.6,1.8,0.1,3,1
80,16.4,4.9,1.9,4.2,45.1,0,0.1,0,1.1,1.8,60.3,1.4,2.2,3.6,0.4,0.8,1,0.8,1
47,22.5,9.6,3.8,8.4,45.2,0.1,0.2,30,1.9,3.3,58.8,2.8,3.6,6.4,0.7,0.8,0.3,1.4,1
50,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,0.4,0,1.1,0
62.0772013,21.82895049,7.896139935,2.803860065,7.009650163,39.61544026,0.7,2.394209902,28.76562111,1.588419804,2.084559739,75.25983101,0.994209902,2.180699674,3.174909576,1.2,0.701930033,1.086489772,1.688419804,0
23.64946303,15.15569806,4.784516727,1.764946303,3.859785212,45.456772,0,0,0,1.254624121,2.209248242,58.57118133,0.975268485,1.615483273,2.590751758,0.829892606,0.664946303,0.1,1.189677818,0
80,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1,0.9,2.9,1
38,11.1,3.9,1.4,4.2,32.5,0.1,0.5,20,1.1,1.6,70,0.2,0.7,0.9,0.9,0.1,0.2,1,0
79.7449968,19.78299979,5.917000214,2.291499893,5.748999359,39.89750374,0.7,2.27449968,32.11250267,0.634000427,0.842500534,76.64299552,0.517000214,1.482999786,1.991499893,0.708500107,0.87449968,0.108500107,0.32550032,0
15,7.9,1.9,0.7,2.5,27,0,0,0,0.5,0.8,66.7,0.5,1.1,1.5,0.5,0.1,0.1,1,0
75,17.9,7.3,2.8,6,47,0,0.1,0,1.7,2.2,76.2,1.1,2,3.1,0.7,0.4,0.3,0.9,1
40,9.4,4.6,1.8,3.7,47.6,0,0,0,1.1,1.4,76.8,1,1.8,2.8,0.3,0.1,0.1,0.5,1
44.21327483,12.81831778,3.872035103,1.557345034,2.974247574,51.02353995,0,0,0,0.797787529,1.257345034,63.50141524,1.338230023,1.938230023,3.276460046,0.219115011,0.419115011,0.502212471,0.459557506,0
56.70138265,8.623379422,2.729861735,1.138310289,2.2,48.80058359,0,0,0,0.553241157,0.791551446,73.57662058,0.414930867,0.783102892,1.198033759,1.087035374,0.408448554,0.038310289,0.785069133,0
51,13.4567347,4.221061229,1.624857145,4.049714289,39.14591837,0.382163265,1.046489795,33.15730612,0.689183675,0.942693879,67.70322449,0.317836735,0.889183675,1.289183675,0.703224494,0.453510205,0.246489795,0.989183675,0
31,4.5,1.2,0.4,1.2,34.2,0,0.1,0,0.4,0.6,55,0.5,0.8,1.3,0.1,0.2,0,0.3,1
54,19.8,6,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1.5,1.9,0.7,0.1,1.1,1
65.51737204,23.11901451,7.724131398,2.975868602,7.439671504,40.30347441,0.7,2.136197097,31.68976623,1.072394195,1.396525593,77.92596333,0.736197097,1.320656991,2.056854089,1.2,0.787934301,0.484459894,1.172394195,0
82,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4,1.3,0.8,0.8,1.3,1
54,20.4,6.3,2.2,4.7,48,0,0,0,1.8,2.8,65.1,2.1,3.5,5.6,0.6,0.4,0.2,1.1,0
82,15.9,5.7,2,5.1,40.3,0.6,1.8,34.7,1,1.2,78,0.8,1.8,2.6,1.3,0.7,0.2,1.1,1
35,7.3,4,1.8,4.5,39.2,0.1,0.3,20,0.4,0.8,53.6,0.6,0.6,1.2,0.6,0.4,0.2,0.8,0
54,10.3,3.3,1.6,3.5,44.5,0,0.1,0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0
74,21,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1,1.4,73.8,1.6,2.6,4.2,0.8,1,0.1,0.9,1
60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1
70.46729728,23.44672973,6.408416206,2.774767565,6.161686478,44.85139461,0.06542162,0.186918913,33.22523243,0.793459456,1.030843239,80.08597299,1.162616217,2.515886489,3.678502707,2.030843239,0.746729728,0.109345946,1.346729728,0
82,36.8,16,6.2,13.3,46.6,0.6,2.3,26.7,3,4,74.2,2.3,3,5.4,6.6,2.3,0.6,3.6,1
61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,1
28.97728857,16.368204,3.693186571,1.298485905,4.189401333,31.75450743,0.699242952,2.095457714,31.14845105,0.397728857,0.795457714,50,0.3,1.097728857,1.396971809,1.396971809,0.598485905,0.200757048,0.996971809,0
47,13.3,5.2,2.1,4.3,49.3,0,0,0,1,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1
38,7.7,1.4,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0.6,1.2,0.6,0.1,0.7,0
22,10,3,1.4,3.6,38,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,0.8,1.5,0.3,0,0.9,1
56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,1
53.18658175,7.096400573,2.521767871,1.012438784,2.324877567,45.01243878,0,0.003109696,0,0.4,0.796890304,56.10932909,0.693780608,0.793780608,1.484451521,0.231096959,0.309329088,0.1,0.524877567,0
77,15,6.5,2.8,5.1,54.5,0,0,0,1,1.6,58.7,2.1,2.2,4.3,0.7,0.5,0.6,1.2,1
79,20.6,5,2.1,5.4,39,0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,5.1,1.6,0,1.3,1
82,31.4,9.6,3.7,7.2,51.2,0,0,0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,1
57,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0
33,7.2,2.4,1,2.7,37.1,0.1,0.3,30,0.3,0.4,78.6,0.2,0.5,0.7,0.9,0.1,0,0.7,0
43.90744276,9.283301515,3.013883586,1.018511448,3.027767172,35.52032441,0.290744276,0.962977105,35.58893131,0.595372138,0.890744276,71.28048662,0.3,0.690744276,0.990744276,0.427767172,0.218511448,0.195372138,0.413883586,0
60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1
67,13,4.1,1.7,4.3,40.4,0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.6,0.4,0.3,0.8,1
79,16.8,8,3.2,6.5,48.6,0,0.2,0,1.6,2.2,74.7,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1
78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,1
24,6,2.7,0.9,2.1,41.2,0,0.3,16.7,0.9,1.3,71,0.7,0.5,1.3,0.1,0.2,0.1,0.5,1
82,17.9,8.1,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,2,0.9,0.1,1.2,1
43.51613509,8.516937149,3.13467636,1.224193246,2.748386491,44.58709193,0,0,0,0.686289868,1.048386491,64.5661257,0.5,1.151613509,1.613710132,0.237903377,0.237903377,0.137903377,0.437903377,0
43,13,4.6,2,5,40.6,0.1,0.5,14.3,0.4,0.6,68,0.2,1,1.2,1.9,0.3,0.1,0.8,0
79,16.1,5.3,1.8,4.1,44.6,0,0.1,28.6,1.6,2.5,66.5,1.5,2.5,4,0.9,0.6,0.5,1.1,0
65,24.7,12,5,10.7,47,0,0.4,4.3,1.9,2.5,77,1.4,1.6,2.9,1.9,1,0.1,1.7,1
82,32.8,21,8.7,16.7,52.3,0,0,25,3.5,5.3,66.1,3.6,7.6,11.1,2,0.8,2.4,3.6,1
62,12.5,3.9,1.4,3.7,38.4,0.1,0.5,16.1,1,1.2,80.5,0.3,0.8,1,1.3,0.5,0.1,0.9,0
65,9.9,2.4,1,2.4,39.2,0.1,0.5,23.3,0.4,0.5,71.4,0.2,0.6,0.8,2.3,0.3,0,1.1,0
